id	question
424	Deve-se lavar os tetos antes da ordenha?
425	Deve-se fazer a desinfecção dos tetos antes da ordenha?
426	É importante fazer a desinfecção dos tetos depois da ordenha?
427	Quais os produtos recomendados para a desinfecção dos tetos?
428	O que é tratamento ou terapia da vaca seca?
429	Que medicamento é recomendado para tratar a mastite?
430	Deve-se tratar vacas com mastite subclínica durante a lactação?
431	É preciso algum cuidado especial na aplicação de medicamentos intramamários?
432	O que se deve fazer para evitar resíduos de antibióticos no leite?
433	"Quando a vaca é tratada com antibiótico em um quarto	 por via intramamária	 deve-se descartar todo o leite da vaca?"
434	"Após a retirada das teteiras	 é preciso retirar com as mãos o leite residual?"
435	O que é sobreordenha?
436	O que está acontecendo com a vaca que elimina sangue no leite?
437	Existe vacina para mastite?
438	Qual a relação entre mastite e qualidade do leite?
439	O que quer dizer qualidade do leite?
440	Como se avalia a qualidade do leite?
441	"No Brasil	 a qualidade do leite é regulamentada por legislação específica?"
442	A qualidade do leite de ordenha manual é inferior à do leite de ordenha mecânica?
443	O que é o teste do alizarol?
444	O que é crioscopia do leite?
445	O que são unidades formadoras de colônias?
446	Como o leite se contamina com microrganismos?
447	O que a contaminação microbiana causa ao leite e aos produtos lácteos?
448	O que são os sólidos do leite?
449	Como fazer para produzir leite com qualidade?
450	O que é leite orgânico?
451	O que fazer para se produzir o leite de forma orgânica?
452	Como deve ser feita a alimentação dos animais no sistema orgânico de produção de leite?
453	Quais são as práticas recomendadas para o manejo e manutenção das pastagens?
454	Quais cuidados sanitários são permitidos para o rebanho leiteiro?
455	O conforto animal é considerado fator importante no sistema orgânico de produção de leite?
456	Existe mercado para o leite produzido de forma orgânica no Brasil?
457	O que é leite “verde”?
9	Gerenciamento da Atividade Leiteira Sérgio Rustichelli Teixeira Rosangela Zoccal Lorildo Aldo Stock Alziro Vasconcelos Carneiro 458 O que é gerenciar?
459	Quais os itens de maior preocupação no gerenciamento?
460	Quais aspectos são importantes em um bom gerente?
461	Quais aspectos são importantes em um empregado da atividade leiteira?
462	Como fazer uma avaliação da propriedade quando não há registros de dados ou indicadores?
463	Quais os principais indicadores de desempenho para o gerenciamento de uma propriedade leiteira?
464	Como se calculam os indicadores econômico-financeiros?
465	Como calcular o custo de produção de leite?
466	Quais os itens mais onerosos no custo de produção de leite?
467	Quais os principais indicadores técnicos em uma atividade leiteira?
468	O que é o ponto de equilíbrio de uma atividade rural?
10	Bem-estar Animal Maria de Fátima Ávila Pires Taianna de Campos Paz Aloísio Torres de Campos Alessandro Torres Campos Luciano Patto Novaes Diogo Santos Campos 469 O que é bem-estar animal?
470	Por que é importante criar os animais atendendo aos princípios de bem-estar?
471	É possível medir o bem-estar dos animais?
472	Como é medido o bem-estar animal em uma propriedade?
473	O que é preciso para garantir bem-estar aos animais?
474	Quais fatores podem influenciar o bem-estar dos animais?
475	Quais as variáveis climáticas que prejudicam o bem-estar dos bovinos leiteiros?
476	Qual o melhor tipo de sombra para bovinos?
477	"Depois das árvores	 qual o melhor sombreamento para bovinos?"
478	Quais as recomendações para instalação de sombrites para sombreamento de bovinos?
479	O clima quente e úmido na estação do verão pode causar perdas na produção de leite e na reprodução?
480	Quais os métodos mais práticos para reduzir o calor no interior das instalações?
481	"Em regiões muito quentes	 qual o método mais eficiente para reduzir o estresse térmico dos animais?"
482	"Qual a importância das instalações para o bem-estar	 saúde e produtividade dos animais e do homem?"
483	Qual a importância do tratamento e aproveitamento dos dejetos de bovinos nas propriedades?
484	Quais as alternativas de manejo de dejetos de bovinos nos diversos sistemas de produção?
485	Como é feito o manejo do esterco na forma sólida ou convencional?
486	Como é feito o manejo do esterco líquido?
487	Como é feito o manejo do esterco semissólido ou misto?
488	Como é feito o manejo do esterco líquido em lagoas de estabilização?
489	Como é feita a compostagem?
490	Qual a melhor orientação das instalações?
491	Quais os principais tipos de instalações e estruturas para um sistema de produção de leite a pasto?
492	Como dimensionar e dividir os currais de manejo e de alimentação?
493	Qual o melhor tipo de piso para curral?
494	Qual a importância do curral de espera?
495	Qual a importância da qualidade e da disponibilidade de água para o rebanho?
496	Qual a quantidade de água consumida por bovinos?
497	O que é água dura e água salobra?
498	Qual a importância da pastagem no suprimento de água para vacas em lactação?
499	Qual a recomendação para o uso de bebedouros nas pastagens ou nas instalações?
500	Quais as vantagens e desvantagens do confinamento?
